name,degree,city,district,address,location,phone,price,description,hid
深圳泰华梧桐酒店,高档型,深圳市,宝安区,广东省深圳市宝安区梧桐,"113.839344,22.606583",电话0755-29953666  纠错,¥386,"深圳泰华梧桐酒店位于航城街道泰华梧桐岛谷雨，酒店临湖而居，视野上佳，地理位置优越，步行约15分钟可到固戍地铁站D出口；紧邻沿江高速、广深高速、107国道等交通要道。
　　泰华梧桐酒店，一座有着妈妈微笑的自然酒店。“让自然回到城市，让人回到自然”是梧桐岛建岛之初的发心。酒店设置了百余间简单朴实的客房，用手可以感受到灰泥墙的呼吸，赤脚感受到实木地板的温润，纯植物亲肤的精油洗浴用品，只为给你留下适宜的人与自然的尺度，还有优选Serta床垫，精挑细选的茶具，RCU节能系统等。大多数房间都配有湖畔露台，坐在房间看到云卷云舒，碧水荡漾。
　　酒店的共享空间设置了和式茶室，妈妈的后花园，共享厨房，24小时自助洗衣间，多功能会议室，游戏室。区别于提供传统住宿的酒店，可参与岛上自然生态活动。让您慢下来感受当下一席茶，一盏香，一本书的时光，身心放松，一夜好眠。
　　酒店配置大中小三个会议室及充足的停车位，满足您的各种会议及接待需求。
　　此外，酒店提供宝安国际机场免费接送服务，详情请咨询商家。",29
精选 深圳美景酒店,高档型,深圳市,龙华区,广东省深圳市龙华区深圳美景酒店,"114.023015,22.616970",电话0755-29738888 传真0755-21000629  纠错,,"深圳美景酒店座落于深圳龙华区新区大道，距离深圳北站仅2分钟车程，高铁站、地铁站近在咫尺，酒店周边集各类大型购物商城、休闲、娱乐、饮食等场所为一体，地理位置优越，交通和宾客居停十分便利。
　　深圳美景酒店设计简单时尚，融现代、简约建筑风格为一体，主副楼均为13层，拥有各类客房360间（套）；酒店西餐厅位于酒店1楼、中餐厅-芳园酒楼位于酒店2楼、多功能厅位于酒店3楼、会议厅位于酒店4楼。
　　无论您是商务活动、还是休闲旅游，深圳美景酒店将会是您理想的选择。",30
壹航酒店(深圳机场店),舒适型,深圳市,宝安区,广东省深圳市宝安区壹航酒店,"113.834742,22.631388","电话0755-29995711,18038188743 传真0755-23341532  纠错",¥299,"壹航酒店(深圳机场店)位于深圳市宝安区、宝安大道（后瑞地铁站B出口），酒店与地铁1号线无缝对接，地铁直达宝安体育中心，会展中心、罗湖口岸。
　　这是一家商务、公寓、酒店住房，会议、展览、饮食、购物、娱乐为一体的综合性商务酒店。华润万家商场、多功能会议厅、风味各异的多家餐厅，220间温馨客房、高速上网等过硬的硬件设施，加上壹航人诚挚、绿色、人文的经营管理理念是您愉悦商旅的优选之家。",31
维也纳酒店(深圳福永凤凰山店),舒适型,深圳市,宝安区,广东省深圳市宝安区维也纳酒店,"113.863179,22.801389",电话0755-27806688-0 传真-  纠错,¥267,"维也纳酒店(深圳福永凤凰山店)坐落于风景秀丽的凤凰山风景区正门口，凤凰山风景旅游名胜区座落在宝安区福永镇凤凰村东面的山系，海拔678米，方圆1.2公里，素有""凤山福水福盈地""的美誉。酒店周边有历史悠久的凤凰古村，佛教文化中心凤岩古庙，美食街汇聚了最正宗的台湾美食小吃，周边有肯德基、麦当劳、大型跨国的连锁餐厅，步行约500米有时尚购物娱乐的凤凰商业城，环境和地理位置优越。
　　酒店矗立在凤凰山大道上，比邻107国道、广深高速公路，距宝安国际会展中心约15分钟车程，福永港澳码头约15分钟，多条公交站直达酒店门口的台湾美食街站，距离福永汽车站和沙井中心客运站5分钟左右车程，交通便利。
　　酒店为整体独立建筑，以欧陆风格为装修主格调，拥有各类商务、豪华及行政客房144余间，并配备豪华自助餐厅，客房采用高星级酒店甜梦床垫，根据人体曲线设计，给您带来最优质的睡眠享受！恒温劲爽的淋浴系统可快速到达理想的水温要求；WIFI全覆盖让您感受到互联网+时代的便捷冲浪体验；真正体现“高星体验 低星消费”的核心价值！",32
深圳星河丽思卡尔顿酒店,国家旅游局评定为五星级,深圳市,福田区,广东省深圳市福田区星河丽思卡尔顿酒店,"114.061548,22.533721",电话0755-22222222  纠错,,"深圳星河丽思卡尔顿酒店位于深圳福田中心区的核心地带，正对深圳会展中心，毗邻深圳市民中心，你可轻便的通过深圳地铁新线直达香港关口，交通便捷。
　　酒店拥有各类客房，独具特色的豪华总统套房门厅高两层，置有富丽堂皇的大门和落地窗，面积达446平方米。总统套房配有两层高的阳台，提供270度的视角饱览整个城市的景观。同时，酒店部分房型及行政酒廊可饱览中央商务区优美景致，每逢周五、周六及国家法定节假日即每晚上演三场的深圳夜景名片—“辉煌新时代”灯光表演期间，俯瞰窗外，流光溢彩的夜景一览无余。
　　酒店配有多元化的国际餐饮——Flavorz，提供全天候餐饮服务的自助餐厅，设有五个开放式的现场烹饪台，您可以一边享用美味，一边欣赏专业厨师团队的精湛厨艺。星丽中餐厅是领略正宗中华饮食的理想之家，提供地道的潮州、广东和四川特殊佳肴。Palleto意大利餐厅则为您提供精致的意大利美食，同时还配有私人包房。
　　酒店还配备有多种休闲娱乐设施，健身中心、室外游泳池和按摩池，是您在一天的繁忙之后放松休闲的好去处。面积为1300平方米的水疗中心亦是您舒缓筋骨，恢复活力的优雅之选。",33
深圳香樟商务酒店,舒适型,深圳市,福田区,广东省深圳市福田区香樟商务酒店,"114.062473,22.534200",电话0755-82805959 传真0755-82802200  纠错,¥336,"深圳香樟商务酒店位于深圳中心区CBD地带金中环商务大厦A座，是距深圳会展中心最近的酒店，步行仅需3分钟。酒店地下一楼为深圳地铁1号线和4号线交汇处——会展中心站；距深圳国际机场30分钟、皇岗口岸10分钟。
　　深圳香樟商务酒店客房布置典雅温馨、视野开阔，举目远望可将国际会展中心、中心城、购物公园、市民中心广场等风貌尽收眼底，是众多商务、会展和休闲人士的首选下榻之所。",34
精选 鸿波酒店(深圳华侨城店),国家旅游局评定为三星级,深圳市,南山区,广东省深圳市南山区鸿波酒店,"113.983033,22.538124",电话+86-755-26949308  纠错,¥511,"鸿波酒店（深圳华侨城店） 地处风景旖旎的华侨城旅游中心区，距“欢乐谷”、“世界之窗”、“锦绣中华”仅百步之遥，沃尔玛购物广场、益田假日广场、华侨城生态广场、体育中心皆近在咫尺。从地铁“华侨城”站或“世界之窗”站步行到酒店仅需8分钟左右，距机场、火车站、蛇口码头约20分钟车程，周边交通畅达，风景迷人。
　　酒店隶属于中国电信集团公司,是集客房、会议、餐饮于一体的“精品型”涉外酒店。于2006年被授予“绿色饭店”称号，是深圳第26届世界大学生夏季运动季员会执行局官方指定饭店。
　　客房雅致而舒适，配设先进而齐全；拥有100M光纤宽频互联网，让你坐享超速上网的迅捷。
　　2楼的十号公馆新派概念粤菜餐厅和1楼芙蓉楼酒楼让你享受视觉、味觉新体验。4间设备先进、功能齐全的会议室，能满足各类会议、活动需求。
　　商务中心、旅行社为你妥善安排行程，提供温馨的商务服务。闲暇时，还可以去商场购物，或去美容美发；也可以去茶艺馆把壶品茗，享受悠闲一刻。",35
精选 禾尖S酒店（深圳高新园店）,高档型,深圳市,南山区,广东省深圳市南山区高新园店,"113.950935,22.543779",电话0755-89968966  纠错,¥501,"禾尖S酒店（深圳高新园店）位于具有“深圳硅谷”之称的深圳南山区科技园，距地铁1号线高新园站和9号线高新南站分别约400米及约600米，毗邻深圳大学、华润万象天地、世界之窗、欢乐谷、春茧体育馆、人才公园。地处福田会展中心与前海自贸区之间，南临主干道深南大道，东靠主干道沙河西路；周边聚集了华为、联想、长城、腾讯等国内及跨国公司。
　　酒店拥有国际东方与轻中式两个系列，让温馨与轻奢人文并存，设施一应配备，食肆（餐厅）荟萃美味开启一天的元气；闻说（休闲吧）可供会谈或阅读品茗，体验下午茶的休闲时光；万卷（书吧）让您荡漾在书海中感受文化与艺术的魅力；万里（健身房）充满力量感的爆发令商务更张弛有度；我们在禾尖S酒店期待与您相遇。",36
深圳博林圣海伦酒店,豪华型,深圳市,福田区,广东省深圳市福田区博林圣海伦酒店,"113.998163,22.536140",电话0755-82829966 传真0755-82829222  纠错,,"深圳博林圣海伦酒店坐落于深圳华侨城旅游景区内，与园博园仅一墙之隔，距离红树林深圳湾、欢乐海岸、民俗文化村、世界之窗及欢乐谷约5分钟车程，步行约5分钟可达侨城东站地铁口，地理位置优越，出行游玩便捷。
　　酒店客房享有优美的园林景观，住客可使用户外花园泳池以及健身房，酒店室外泳池将于每年5月1日正式开放，冬季关闭，如遇天气或维保等暂停使用以酒店具体通知为准。行政楼层客人享有Happy Hour，让您在繁华闹市中享受安静时光。
　　酒店拥有3间餐厅及提供客房送餐服务，La Vlia 西餐厅提供丰盛自助餐，您也可以在池畔·清吧感受休闲时光。",37
佳兆业可域精选酒店(深圳大鹏店),舒适型,深圳市,龙岗区,广东省深圳市龙岗区深圳大鹏店,"114.473269,22.594538",电话0755-84885888 传真0755-85209190  纠错,¥577,"佳兆业可域精选酒店(深圳大鹏店)位于大鹏核心商圈——滨海度假综合体KPR佳兆业广场内，周边商业配套齐全，集中华润超市、肯德基、麦当劳、屈臣氏、以及中影国际影院、国内知名连锁KTV等商家，吃喝玩乐一应俱全，生活便利。
　　酒店毗邻惠深沿海高速出口，位于大鹏半岛的中心区域，东距“深圳鼓浪屿”之称的较场尾、大鹏所城约3.5公里，西距金沙湾国际旅游度假区约3公里，南邻南澳大鹏国家地质公园和杨梅坑，交通便利。
　　酒店隶属于佳兆业集团—佳兆业酒店管理公司旗下，是一家按照国际标准精心打造的豪华精品度假型酒店。酒店拥有各式精致典雅的客房，配套精美的海韵西餐厅、豪华大小宴会厅及会议室，嘉美轩中餐厅更是以精美早茶和精细潮汕菜闻名鹏城，同时下榻本酒店客人还可享受项目配套的室外室内游泳池（室外游泳池视季节开放）。",38
